Supernatural Helmet,1,8,0|35|0|35|0|8,3300
Abstract Helmet,1,9,0|60|0|0|0|9,3700
Future Helmet,1,10,0|30|0|50|0|10,4100
Hero Sword,2,4,0|10|50|0|0|4,2100
Astral Sword,2,5,0|20|70|0|0|5,2600
Destruction Hammer,2,9,0|0|70|0|0|9,2100
Thaors Hammer,2,10,0|0|100|0|0|10,2600
Magic Staff,2,14,0|40|15|0|0|14,2100
Deity's Staff,2,15,0|60|20|0|0|15,2600
Rice Bag,2,19,0|30|30|0|0|19,2100
Ancient God Rice Supreme,2,20,0|50|50|0|0|20,2600
Supernatural Armor,3,8,80|0|0|20|0|8,3300
Abstract Armor,3,9,100|20|0|30|0|9,3700
Future Armor,3,10,100|0|0|50|0|10,4100
Supernatural Shoes,4,8,0|0|0|0|30|8,3300
Abstract Shoes,4,9,0|30|0|0|40|9,3700
Future Shoes,4,10,0|0|0|0|50|10,4100
